Source,Target,Weight,Type
306,469,7,undirected
306,625,7,undirected
307,128,2,undirected
307,237,1,undirected
307,292,2,undirected
307,301,12,undirected
307,317,10,undirected
307,318,3,undirected
307,371,3,undirected
307,376,2,undirected
307,408,1,undirected
307,424,1,undirected
307,447,2,undirected
307,511,3,undirected
308,221,5,undirected
308,223,3,undirected
308,255,2,undirected
308,271,5,undirected
308,288,5,undirected
308,402,1,undirected
308,462,1,undirected
308,474,2,undirected
309,227,2,undirected
309,277,2,undirected
309,287,3,undirected
309,298,1,undirected
309,371,2,undirected
309,376,2,undirected
309,386,5,undirected
309,408,2,undirected
309,440,7,undirected
309,446,11,undirected
310,320,2,undirected
310,345,1,undirected
310,363,4,undirected
310,376,7,undirected
310,441,3,undirected
310,462,2,undirected
310,500,5,undirected
310,701,2,undirected
311,36,4,undirected
311,204,3,undirected
311,252,1,undirected
311,262,5,undirected
311,306,11,undirected
311,355,1,undirected
311,390,2,undirected
311,413,15,undirected
311,436,3,undirected
311,469,10,undirected
312,72,1,undirected
312,205,7,undirected
312,207,2,undirected
312,215,1,undirected
312,249,2,undirected
312,258,3,undirected
312,274,2,undirected
312,325,2,undirected
312,363,2,undirected
312,368,1,undirected
312,383,6,undirected
312,409,13,undirected
312,419,1,undirected
312,529,1,undirected
313,119,2,undirected
313,197,10,undirected
313,289,4,undirected
313,368,1,undirected
313,373,19,undirected
313,379,1,undirected
313,418,1,undirected
314,202,2,undirected
314,203,3,undirected
314,218,1,undirected
314,248,9,undirected
314,346,11,undirected
314,361,4,undirected
314,377,1,undirected
314,403,4,undirected
314,475,2,undirected
314,476,4,undirected
315,14,2,undirected
315,135,6,undirected
315,150,3,undirected
315,282,1,undirected
315,292,4,undirected
315,301,1,undirected
315,371,2,undirected
315,414,9,undirected
315,480,4,undirected
316,363,7,undirected
316,371,4,undirected
316,376,3,undirected
316,391,4,undirected
316,441,2,undirected
316,459,4,undirected
316,462,3,undirected
316,727,3,undirected
317,230,1,undirected
317,301,6,undirected
317,307,10,undirected
317,332,5,undirected
317,371,3,undirected
317,408,1,undirected
318,287,1,undirected
318,301,10,undirected
318,307,3,undirected
318,332,1,undirected
318,334,2,undirected
318,414,1,undirected
318,430,2,undirected
318,447,4,undirected
319,244,3,undirected
319,259,1,undirected
319,271,8,undirected
319,320,12,undirected
319,415,9,undirected
319,454,4,undirected
320,215,2,undirected
320,271,18,undirected
320,274,2,undirected
320,310,2,undirected
320,319,12,undirected
320,335,3,undirected
320,353,1,undirected
320,398,2,undirected
320,407,1,undirected
320,415,5,undirected
320,452,2,undirected
320,454,2,undirected
320,462,1,undirected
320,482,1,undirected
320,500,1,undirected
320,637,5,undirected
320,684,1,undirected
321,231,4,undirected
321,243,7,undirected
321,285,4,undirected
321,341,10,undirected
321,462,1,undirected
322,220,1,undirected
322,265,3,undirected
322,306,2,undirected
322,332,5,undirected
322,348,3,undirected
322,371,5,undirected
322,408,4,undirected
322,462,1,undirected
323,195,3,undirected
323,197,1,undirected
323,238,2,undirected
323,245,1,undirected
323,298,3,undirected
323,366,1,undirected
323,368,2,undirected
323,373,2,undirected
323,374,11,undirected
323,391,2,undirected
323,465,14,undirected
323,509,10,undirected
323,695,3,undirected
324,393,5,undirected
324,464,1,undirected
324,543,3,undirected
324,635,1,undirected
324,713,4,undirected
324,715,3,undirected
324,717,1,undirected
324,724,9,undirected
325,165,1,undirected
325,205,7,undirected
325,222,2,undirected
325,224,2,undirected
325,246,3,undirected
325,247,9,undirected
325,253,9,undirected
325,257,3,undirected
325,258,2,undirected
325,280,3,undirected
325,304,2,undirected
325,305,10,undirected
325,312,2,undirected
325,326,3,undirected
325,339,1,undirected
325,354,9,undirected
325,364,1,undirected
325,408,11,undirected
325,409,1,undirected
325,417,3,undirected
325,425,5,undirected
325,443,2,undirected
325,457,4,undirected
325,529,2,undirected
325,595,3,undirected
325,726,2,undirected
326,237,12,undirected
326,245,1,undirected
326,253,1,undirected
326,257,1,undirected
326,325,3,undirected
326,354,3,undirected
326,363,1,undirected
326,371,3,undirected
326,425,1,undirected
326,441,3,undirected
326,533,3,undirected
326,543,1,undirected
327,263,1,undirected
327,282,8,undirected
327,294,2,undirected
327,408,1,undirected
327,678,3,undirected
327,708,6,undirected
327,717,3,undirected
328,240,1,undirected
328,245,3,undirected
328,275,3,undirected
328,354,4,undirected
328,364,2,undirected
328,366,1,undirected
328,371,3,undirected
328,374,2,undirected
328,434,5,undirected
328,454,3,undirected
329,330,2,undirected
329,342,9,undirected
329,529,2,undirected
329,543,8,undirected
329,637,6,undirected
329,726,2,undirected
330,213,5,undirected
330,224,1,undirected
330,247,2,undirected
330,249,3,undirected
330,250,1,undirected
330,258,4,undirected
330,278,6,undirected
330,329,2,undirected
330,339,8,undirected
330,342,3,undirected
330,358,18,undirected
330,415,11,undirected
330,422,1,undirected
330,467,1,undirected
330,470,3,undirected
330,528,1,undirected
330,679,1,undirected
330,726,1,undirected
331,221,2,undirected
331,223,5,undirected
331,252,1,undirected
331,281,6,undirected
331,288,4,undirected
331,346,1,undirected
331,355,2,undirected
331,366,9,undirected
331,374,1,undirected
331,380,6,undirected
331,391,5,undirected
331,539,3,undirected
332,155,2,undirected
332,219,5,undirected
332,248,2,undirected
332,265,1,undirected
332,267,2,undirected
332,270,3,undirected
332,272,5,undirected
332,293,2,undirected
332,294,3,undirected
332,301,1,undirected
332,317,5,undirected
332,318,1,undirected
332,322,5,undirected
332,371,4,undirected
332,375,3,undirected
332,393,2,undirected
332,408,10,undirected
332,442,7,undirected
332,444,14,undirected
332,446,2,undirected
332,449,3,undirected
332,461,4,undirected
332,545,2,undirected
332,626,1,undirected
332,658,1,undirected
332,684,3,undirected
332,692,1,undirected
333,57,1,undirected
333,207,3,undirected
333,249,2,undirected
333,364,7,undirected
333,392,1,undirected
333,409,5,undirected
333,529,1,undirected
333,680,3,undirected
333,706,1,undirected
333,714,2,undirected
333,726,4,undirected
334,273,1,undirected
334,287,1,undirected
334,318,2,undirected
334,396,1,undirected
334,412,2,undirected
334,439,1,undirected
334,445,3,undirected
334,447,24,undirected
334,481,4,undirected
335,215,15,undirected
335,250,1,undirected
335,259,3,undirected
335,320,3,undirected
335,368,1,undirected
335,454,1,undirected
335,473,9,undirected
336,11,1,undirected
336,87,1,undirected
336,111,2,undirected
336,248,2,undirected
336,357,24,undirected
336,547,4,undirected
336,592,6,undirected
337,30,1,undirected
337,194,1,undirected
337,215,3,undirected
337,258,3,undirected
337,380,1,undirected
337,409,8,undirected
337,415,1,undirected
337,427,2,undirected
337,474,2,undirected
337,665,3,undirected
337,726,1,undirected
338,200,10,undirected
338,203,4,undirected
338,204,2,undirected
338,209,9,undirected
338,218,7,undirected
338,220,2,undirected
338,252,12,undirected
338,353,6,undirected
338,399,3,undirected
338,468,3,undirected
338,475,5,undirected
338,476,1,undirected
338,537,1,undirected
339,258,2,undirected
339,325,1,undirected
339,330,8,undirected
339,354,1,undirected
339,368,12,undirected
340,215,4,undirected
340,216,3,undirected
340,221,6,undirected
340,226,2,undirected
340,238,1,undirected
340,239,8,undirected
340,284,8,undirected
340,289,11,undirected
340,346,1,undirected
340,366,1,undirected
340,379,1,undirected
340,397,2,undirected
340,435,1,undirected
340,436,21,undirected
340,465,3,undirected
340,467,2,undirected
340,474,5,undirected
340,539,1,undirected
340,628,4,undirected
341,231,16,undirected
341,256,4,undirected
341,269,9,undirected
341,276,6,undirected
341,280,1,undirected
341,301,18,undirected
341,321,10,undirected
341,365,15,undirected
341,378,1,undirected
341,384,11,undirected
341,412,2,undirected
341,428,9,undirected
341,430,9,undirected
341,439,9,undirected
341,479,1,undirected
341,511,3,undirected
342,233,3,undirected
342,258,2,undirected
342,271,1,undirected
342,304,10,undirected
342,329,9,undirected
342,330,3,undirected
342,343,3,undirected
342,461,3,undirected
342,478,11,undirected
342,480,2,undirected
343,68,1,undirected
343,233,3,undirected
343,244,1,undirected
343,258,3,undirected
343,304,2,undirected
343,342,3,undirected
343,358,6,undirected
343,393,1,undirected
343,565,2,undirected
343,665,2,undirected
344,407,14,undirected
344,497,2,undirected
344,498,24,undirected
344,532,1,undirected
344,536,6,undirected
345,28,3,undirected
345,163,1,undirected
345,229,2,undirected
345,271,4,undirected
345,310,1,undirected
345,473,2,undirected
345,480,1,undirected
345,500,22,undirected
345,565,1,undirected
345,687,1,undirected
345,701,5,undirected
346,41,2,undirected
346,201,7,undirected
346,227,1,undirected
346,229,2,undirected
346,235,3,undirected
346,248,3,undirected
346,252,3,undirected
346,314,11,undirected
346,331,1,undirected
346,340,1,undirected
346,361,5,undirected
346,463,1,undirected
346,501,2,undirected
346,658,1,undirected
347,238,5,undirected
347,295,12,undirected
347,306,3,undirected
347,349,12,undirected
347,355,2,undirected
347,362,2,undirected
347,437,4,undirected
347,747,4,undirected
348,155,2,undirected
348,196,1,undirected
348,220,1,undirected
348,230,2,undirected
348,248,1,undirected
348,283,16,undirected
348,322,3,undirected
348,361,5,undirected
348,386,5,undirected
348,408,1,undirected
348,427,5,undirected
349,197,2,undirected
349,289,2,undirected
349,295,22,undirected
349,306,2,undirected
349,347,12,undirected
349,373,4,undirected
349,391,1,undirected
349,463,1,undirected
349,473,2,undirected
349,747,5,undirected
350,230,2,undirected
350,234,5,undirected
350,263,9,undirected
350,272,6,undirected
350,282,2,undirected
351,199,3,undirected
351,215,3,undirected
351,255,2,undirected
351,264,2,undirected
351,353,3,undirected
351,366,3,undirected
351,380,1,undirected
351,403,3,undirected
351,429,1,undirected
351,473,3,undirected
351,474,1,undirected
352,4,1,undirected
352,25,3,undirected
352,134,3,undirected
352,248,2,undirected
352,259,3,undirected
352,264,1,undirected
352,271,3,undirected
352,278,4,undirected
352,361,1,undirected
352,402,9,undirected
352,432,2,undirected
352,451,3,undirected
352,454,2,undirected
352,473,6,undirected
352,478,2,undirected
352,479,5,undirected
352,542,7,undirected
352,565,2,undirected
353,199,17,undirected
353,215,2,undirected
353,229,4,undirected
353,232,1,undirected
353,259,2,undirected
353,264,3,undirected
353,271,1,undirected
353,296,6,undirected
353,299,2,undirected
353,320,1,undirected
353,338,6,undirected
353,351,3,undirected
353,361,10,undirected
353,399,5,undirected
353,403,8,undirected
353,411,7,undirected
353,421,4,undirected
353,432,10,undirected
353,454,1,undirected
353,460,2,undirected
353,468,1,undirected
353,471,10,undirected
353,474,1,undirected
353,519,3,undirected
353,633,2,undirected
353,690,2,undirected
354,157,1,undirected
354,213,2,undirected
354,226,2,undirected
354,236,3,undirected
354,245,1,undirected
354,246,2,undirected
354,247,13,undirected
354,258,1,undirected
354,280,4,undirected
354,285,7,undirected
354,305,1,undirected
354,325,9,undirected
354,326,3,undirected
354,328,4,undirected
354,339,1,undirected
354,364,9,undirected
354,379,1,undirected
354,380,1,undirected
354,383,10,undirected
354,388,3,undirected
354,404,2,undirected
354,405,7,undirected
354,408,2,undirected
354,409,1,undirected
354,425,1,undirected
354,427,9,undirected
354,431,8,undirected
354,434,8,undirected
354,441,3,undirected
354,513,1,undirected
354,534,2,undirected
354,637,1,undirected
354,700,1,undirected
355,36,3,undirected
355,164,2,undirected
355,200,4,undirected
355,203,2,undirected
355,215,3,undirected
355,248,1,undirected
355,252,3,undirected
355,271,4,undirected
355,283,1,undirected
355,290,1,undirected
355,300,4,undirected
355,311,1,undirected
355,331,2,undirected
355,347,2,undirected
355,397,2,undirected
355,403,1,undirected
355,462,10,undirected
355,463,3,undirected
356,156,24,undirected
356,157,7,undirected
356,158,3,undirected
356,211,2,undirected
356,215,3,undirected
356,243,4,undirected
356,496,4,undirected
357,13,2,undirected
357,24,4,undirected
357,336,24,undirected
357,404,9,undirected
357,547,4,undirected
358,247,4,undirected
358,258,3,undirected
358,330,18,undirected
358,343,6,undirected
358,409,13,undirected
358,415,2,undirected
359,366,2,undirected
359,374,4,undirected
359,427,4,undirected
359,459,22,undirected
359,463,2,undirected
360,223,1,undirected
360,257,5,undirected
360,280,16,undirected
360,282,1,undirected
360,408,2,undirected
360,441,2,undirected
360,442,3,undirected
360,717,2,undirected
361,0,1,undirected
361,164,1,undirected
361,199,1,undirected
361,204,2,undirected
361,214,8,undirected
361,218,8,undirected
361,220,9,undirected
361,225,2,undirected
361,226,1,undirected
361,229,9,undirected
361,233,14,undirected
361,235,10,undirected
361,241,13,undirected
361,242,7,undirected
361,248,11,undirected
361,250,4,undirected
361,252,1,undirected
361,259,1,undirected
361,262,1,undirected
361,271,2,undirected
361,276,2,undirected
361,277,1,undirected
361,278,5,undirected
361,281,2,undirected
361,287,1,undirected
361,293,11,undirected
361,294,3,undirected
361,296,4,undirected
361,298,5,undirected
361,314,4,undirected
361,346,5,undirected
361,348,5,undirected
361,352,1,undirected
361,353,10,undirected
361,363,1,undirected
361,365,2,undirected
361,367,8,undirected
361,369,2,undirected
361,371,3,undirected
361,377,1,undirected
361,380,12,undirected
361,390,5,undirected
361,391,1,undirected
361,394,9,undirected
361,400,2,undirected
361,401,14,undirected
361,405,6,undirected
361,411,3,undirected
361,413,2,undirected
361,439,2,undirected
361,446,5,undirected
361,448,11,undirected
361,451,1,undirected
361,454,3,undirected
361,460,2,undirected
361,463,7,undirected
361,475,1,undirected
361,476,3,undirected
361,555,1,undirected
361,608,2,undirected
361,612,3,undirected
361,625,1,undirected
361,658,2,undirected
361,692,3,undirected
362,199,9,undirected
362,230,1,undirected
362,248,9,undirected
362,261,3,undirected
362,306,2,undirected
362,347,2,undirected
362,400,1,undirected
362,432,3,undirected
363,225,2,undirected
363,226,3,undirected
363,237,1,undirected
363,243,9,undirected
363,269,3,undirected
363,274,4,undirected
363,310,4,undirected
363,312,2,undirected
363,316,7,undirected
363,326,1,undirected
363,361,1,undirected
363,408,5,undirected
363,442,1,undirected
363,507,1,undirected
363,692,2,undirected
364,158,1,undirected
364,197,1,undirected
364,206,1,undirected
364,210,4,undirected
364,213,2,undirected
364,240,4,undirected
364,275,3,undirected
364,303,10,undirected
364,325,1,undirected
364,328,2,undirected
364,333,7,undirected
364,354,9,undirected
364,372,8,undirected
364,381,1,undirected
364,395,3,undirected
364,409,2,undirected
364,422,5,undirected
364,431,7,undirected
364,434,4,undirected
364,442,7,undirected
364,443,2,undirected
364,479,6,undirected
364,543,2,undirected
364,591,2,undirected
364,668,2,undirected
365,0,2,undirected
365,134,1,undirected
365,208,1,undirected
365,212,9,undirected
365,243,1,undirected
365,256,5,undirected
365,260,3,undirected
365,269,5,undirected
365,282,7,undirected
365,285,1,undirected
365,294,4,undirected
365,297,2,undirected
365,341,15,undirected
365,361,2,undirected
365,367,1,undirected
365,371,4,undirected
365,378,3,undirected
365,391,2,undirected
365,408,1,undirected
365,428,6,undirected
365,443,1,undirected
365,446,1,undirected
365,455,6,undirected
365,501,4,undirected
365,511,1,undirected
365,628,1,undirected
365,684,1,undirected
366,215,2,undirected
366,221,3,undirected
366,225,1,undirected
366,228,2,undirected
366,245,3,undirected
366,269,1,undirected
366,271,1,undirected
366,284,1,undirected
366,289,1,undirected
366,323,1,undirected
366,328,1,undirected
366,331,9,undirected
366,340,1,undirected
366,351,3,undirected
366,359,2,undirected
366,368,8,undirected
366,371,2,undirected
366,374,3,undirected
366,391,9,undirected
366,408,4,undirected
366,429,1,undirected
366,436,2,undirected
366,459,5,undirected
366,474,11,undirected
366,706,1,undirected
367,141,1,undirected
367,215,1,undirected
367,239,6,undirected
367,243,8,undirected
367,361,8,undirected
367,365,1,undirected
367,401,1,undirected
367,405,8,undirected
367,454,2,undirected
367,462,1,undirected
368,143,1,undirected
368,207,2,undirected
368,215,4,undirected
368,228,2,undirected
368,249,1,undirected
368,258,7,undirected
368,279,7,undirected
368,284,4,undirected
368,289,7,undirected
368,290,2,undirected
368,312,1,undirected
368,313,1,undirected
368,323,2,undirected
368,335,1,undirected
368,339,12,undirected
368,366,8,undirected
368,379,14,undirected
368,383,3,undirected
368,391,1,undirected
368,402,2,undirected
368,417,3,undirected
368,419,9,undirected
368,423,1,undirected
368,472,19,undirected
368,714,3,undirected
369,0,3,undirected
369,140,2,undirected
369,209,2,undirected
369,218,2,undirected
369,248,11,undirected
369,252,1,undirected
369,306,7,undirected
369,361,2,undirected
369,377,1,undirected
369,413,1,undirected
369,458,7,undirected
370,212,7,undirected
370,241,2,undirected
370,294,1,undirected
370,301,1,undirected
370,433,1,undirected
370,446,7,undirected
370,455,2,undirected
370,466,3,undirected
371,236,14,undirected
371,237,1,undirected
371,243,3,undirected
371,247,3,undirected
371,250,2,undirected
371,260,2,undirected
371,287,1,undirected
371,293,1,undirected
371,297,1,undirected
371,301,2,undirected
371,307,3,undirected
371,309,2,undirected
371,315,2,undirected
371,316,4,undirected
371,317,3,undirected
371,322,5,undirected
371,326,3,undirected
371,328,3,undirected
371,332,4,undirected
371,361,3,undirected
371,365,4,undirected
371,366,2,undirected
371,374,1,undirected
371,375,2,undirected
371,378,4,undirected
371,384,3,undirected
371,408,5,undirected
371,412,1,undirected
371,426,1,undirected
371,441,6,undirected
371,443,2,undirected
371,462,2,undirected
371,466,17,undirected
371,481,2,undirected
371,496,2,undirected
371,684,5,undirected
371,726,3,undirected
372,101,3,undirected
372,364,8,undirected
372,380,1,undirected
372,434,3,undirected
372,462,2,undirected
372,480,1,undirected
372,513,2,undirected
372,711,4,undirected
372,713,1,undirected
373,245,1,undirected
373,289,8,undirected
373,313,19,undirected
373,323,2,undirected
373,349,4,undirected
373,628,9,undirected
374,132,1,undirected
374,214,9,undirected
374,228,9,undirected
374,239,2,undirected
374,243,5,undirected
374,245,8,undirected
374,285,1,undirected
374,288,3,undirected
374,295,1,undirected
374,323,11,undirected
374,328,2,undirected
374,331,1,undirected
374,359,4,undirected
374,366,3,undirected
374,371,1,undirected
374,391,1,undirected
374,397,4,undirected
374,435,3,undirected
374,436,1,undirected
374,462,7,undirected
374,465,2,undirected
374,473,1,undirected
375,219,1,undirected
375,234,7,undirected
375,263,2,undirected
375,266,1,undirected
375,272,3,undirected
375,332,3,undirected
375,371,2,undirected
375,432,5,undirected
375,446,2,undirected
376,227,6,undirected
376,228,2,undirected
376,236,16,undirected
376,237,12,undirected
376,260,2,undirected
376,267,3,undirected
376,280,2,undirected
376,283,3,undirected
376,288,5,undirected
376,301,1,undirected
376,307,2,undirected
376,309,2,undirected
376,310,7,undirected
376,316,3,undirected
376,408,4,undirected
376,441,2,undirected
376,466,14,undirected
376,481,4,undirected
376,554,1,undirected
377,202,2,undirected
377,234,1,undirected
377,242,14,undirected
377,248,14,undirected
377,314,1,undirected
377,361,1,undirected
377,369,1,undirected
377,432,1,undirected
377,476,4,undirected
378,236,7,undirected
378,269,1,undirected
378,292,1,undirected
378,341,1,undirected
378,365,3,undirected
378,371,4,undirected
378,408,1,undirected
378,428,1,undirected
378,446,7,undirected
379,27,2,undirected
379,216,3,undirected
379,217,1,undirected
379,240,3,undirected
379,289,1,undirected
379,313,1,undirected
379,340,1,undirected
379,354,1,undirected
379,368,14,undirected
379,389,7,undirected
379,434,4,undirected
379,435,2,undirected
379,459,1,undirected
379,573,1,undirected
380,129,2,undirected
380,221,2,undirected
380,223,4,undirected
380,233,8,undirected
380,248,2,undirected
380,262,1,undirected
380,280,3,undirected
380,281,9,undirected
380,290,2,undirected
380,293,3,undirected
380,300,2,undirected
380,331,6,undirected
380,337,1,undirected
380,351,1,undirected
380,354,1,undirected
380,361,12,undirected
380,372,1,undirected
380,381,2,undirected
380,386,2,undirected
380,390,1,undirected
380,391,2,undirected
380,400,3,undirected
380,428,2,undirected
380,454,2,undirected
380,469,3,undirected
380,473,2,undirected
380,547,1,undirected
381,215,5,undirected
381,226,1,undirected
381,245,3,undirected
381,364,1,undirected
381,380,2,undirected
381,391,5,undirected
381,409,1,undirected
381,434,5,undirected
381,473,1,undirected
381,539,1,undirected
382,261,6,undirected
382,298,1,undirected
382,461,1,undirected
382,683,1,undirected
382,687,2,undirected
382,701,3,undirected
382,717,2,undirected
382,724,8,undirected
383,132,3,undirected
383,137,1,undirected
383,247,1,undirected
383,249,3,undirected
383,312,6,undirected
383,354,10,undirected
383,368,3,undirected
383,388,5,undirected
383,389,5,undirected
383,409,7,undirected
383,457,2,undirected
383,477,7,undirected
383,482,3,undirected
383,502,1,undirected
383,623,1,undirected
383,700,2,undirected
383,706,1,undirected
384,276,2,undirected
384,292,4,undirected
384,341,11,undirected
384,371,3,undirected
384,408,3,undirected
384,466,1,undirected
385,0,1,undirected
385,256,1,undirected
385,270,10,undirected
385,276,4,undirected
385,292,1,undirected
385,438,8,undirected
386,254,6,undirected
386,283,1,undirected
386,288,6,undirected
386,298,4,undirected
386,309,5,undirected
386,348,5,undirected
386,380,2,undirected
386,400,2,undirected
386,440,3,undirected
386,604,3,undirected
387,23,1,undirected
387,26,3,undirected
387,27,3,undirected
387,271,2,undirected
387,398,4,undirected
387,474,3,undirected
387,606,8,undirected
388,154,2,undirected
388,208,3,undirected
388,245,3,undirected
388,354,3,undirected
388,383,5,undirected
388,396,3,undirected
388,409,3,undirected
388,434,2,undirected
388,453,3,undirected
388,522,1,undirected
388,573,6,undirected
388,689,1,undirected
388,713,1,undirected
389,302,4,undirected
389,379,7,undirected
389,383,5,undirected
389,392,11,undirected
389,402,2,undirected
389,409,5,undirected
390,252,3,undirected
390,271,5,undirected
390,306,3,undirected
390,311,2,undirected
390,361,5,undirected
390,380,1,undirected
390,469,1,undirected
390,474,5,undirected
391,23,1,undirected
391,199,2,undirected
391,205,2,undirected
391,245,3,undirected
391,255,2,undirected
391,260,5,undirected
391,271,5,undirected
391,274,3,undirected
391,279,1,undirected
391,289,2,undirected
391,316,4,undirected
391,323,2,undirected
391,331,5,undirected
391,349,1,undirected
391,361,1,undirected
391,365,2,undirected
391,366,9,undirected
391,368,1,undirected
391,374,1,undirected
391,380,2,undirected
391,381,5,undirected
391,397,4,undirected
391,427,6,undirected
391,434,6,undirected
391,473,2,undirected
391,706,4,undirected
392,93,2,undirected
392,114,1,undirected
392,302,10,undirected
392,304,3,undirected
392,333,1,undirected
392,389,11,undirected
392,409,2,undirected
392,478,14,undirected
392,715,3,undirected
393,324,5,undirected
393,332,2,undirected
393,343,1,undirected
393,444,1,undirected
393,686,1,undirected
393,687,4,undirected
393,715,8,undirected
393,717,5,undirected
394,134,1,undirected
394,241,3,undirected
394,248,4,undirected
394,259,2,undirected
394,299,2,undirected
394,306,1,undirected
394,361,9,undirected
394,401,7,undirected
394,421,2,undirected
394,519,2,undirected
395,160,4,undirected
395,161,15,undirected
395,222,9,undirected
395,364,3,undirected
395,522,3,undirected
395,645,5,undirected
395,705,2,undirected
395,723,1,undirected
396,205,3,undirected
396,289,2,undirected
396,290,1,undirected
396,334,1,undirected
396,388,3,undirected
396,422,9,undirected
396,435,2,undirected
396,713,3,undirected
397,221,1,undirected
397,340,2,undirected
397,355,2,undirected
397,374,4,undirected
397,391,4,undirected
397,401,1,undirected
397,429,2,undirected
397,454,1,undirected
397,469,3,undirected
397,474,6,undirected
398,26,9,undirected
398,29,11,undirected
398,31,3,undirected
398,208,3,undirected
398,320,2,undirected
398,387,4,undirected
398,594,21,undirected
398,606,10,undirected
398,675,1,undirected
399,202,21,undirected
399,209,1,undirected
399,218,2,undirected
399,282,4,undirected
399,338,3,undirected
399,353,5,undirected
399,411,1,undirected
399,471,2,undirected
399,475,6,undirected
399,476,6,undirected
399,633,3,undirected
399,642,5,undirected
400,248,2,undirected
400,259,2,undirected
400,306,10,undirected
400,361,2,undirected
400,362,1,undirected
400,380,3,undirected
400,386,2,undirected
400,401,2,undirected
400,474,1,undirected
401,129,4,undirected
401,235,2,undirected
401,262,4,undirected
401,283,3,undirected
401,290,1,undirected
401,299,9,undirected
401,361,14,undirected
401,367,1,undirected
401,394,7,undirected
401,397,1,undirected
401,400,2,undirected
401,405,3,undirected
401,454,6,undirected
401,463,4,undirected
401,473,19,undirected
401,475,3,undirected
401,519,1,undirected
401,658,3,undirected
402,264,3,undirected
402,308,1,undirected
402,352,9,undirected
402,368,2,undirected
402,389,2,undirected
402,473,1,undirected
402,474,1,undirected
402,478,1,undirected
402,715,6,undirected
402,717,1,undirected
403,201,9,undirected
403,218,2,undirected
403,252,1,undirected
403,264,20,undirected
403,274,1,undirected
403,296,2,undirected
403,314,4,undirected
403,351,3,undirected
403,353,8,undirected
403,355,1,undirected
403,411,21,undirected
403,451,2,undirected
403,454,1,undirected
403,467,6,undirected
403,471,4,undirected
403,474,7,undirected
403,519,5,undirected
403,555,3,undirected
403,695,2,undirected
404,223,2,undirected
404,233,1,undirected
404,258,1,undirected
404,354,2,undirected
404,357,9,undirected
404,547,9,undirected
404,562,1,undirected
404,611,1,undirected
405,215,3,undirected
405,247,1,undirected
405,354,7,undirected
405,361,6,undirected
405,367,8,undirected
405,401,3,undirected
405,409,1,undirected
405,608,1,undirected
406,128,1,undirected
406,212,17,undirected
406,243,2,undirected
406,292,1,undirected
406,301,3,undirected
406,439,5,undirected
406,446,1,undirected
407,320,1,undirected
407,344,14,undirected
407,497,1,undirected
407,498,6,undirected
407,532,2,undirected
407,536,24,undirected
407,611,2,undirected
408,155,3,undirected
408,165,1,undirected
408,220,3,undirected
408,224,1,undirected
408,226,5,undirected
408,227,3,undirected
408,236,24,undirected
408,237,11,undirected
408,256,4,undirected
408,260,1,undirected
408,269,2,undirected
408,273,1,undirected
408,274,6,undirected
408,283,5,undirected
408,285,5,undirected
408,297,6,undirected
408,307,1,undirected
408,309,2,undirected
408,317,1,undirected
408,322,4,undirected
408,325,11,undirected
408,327,1,undirected
408,332,10,undirected
408,348,1,undirected
408,354,2,undirected
408,360,2,undirected
408,363,5,undirected
408,365,1,undirected
408,366,4,undirected
408,371,5,undirected
408,376,4,undirected
408,378,1,undirected
408,384,3,undirected
408,425,1,undirected
408,427,6,undirected
408,441,8,undirected
408,444,5,undirected
408,454,1,undirected
408,457,5,undirected
409,52,7,undirected
409,207,7,undirected
409,211,3,undirected
409,213,9,undirected
409,244,5,undirected
409,246,8,undirected
409,249,3,undirected
409,257,6,undirected
409,258,7,undirected
409,303,2,undirected
409,305,11,undirected
409,312,13,undirected
409,325,1,undirected
409,333,5,undirected
409,337,8,undirected
409,354,1,undirected
409,358,13,undirected
409,364,2,undirected
409,381,1,undirected
409,383,7,undirected
409,388,3,undirected
409,389,5,undirected
409,392,2,undirected
409,405,1,undirected
409,410,1,undirected
409,415,2,undirected
409,419,1,undirected
409,423,1,undirected
409,431,1,undirected
409,434,3,undirected
409,450,7,undirected
409,451,3,undirected
409,479,2,undirected
409,728,4,undirected
410,215,9,undirected
410,274,2,undirected
410,409,1,undirected
410,419,5,undirected
410,434,3,undirected
410,451,6,undirected
411,142,1,undirected
411,201,4,undirected
411,209,3,undirected
411,353,7,undirected
411,361,3,undirected
411,399,1,undirected
411,403,21,undirected
411,467,5,undirected
411,471,7,undirected
411,475,1,undirected
412,273,5,undirected
412,276,5,undirected
412,301,13,undirected
412,334,2,undirected
412,341,2,undirected
412,371,1,undirected
412,445,4,undirected
412,479,3,undirected
412,481,17,undirected
413,128,1,undirected
413,248,1,undirected
413,290,6,undirected
413,306,8,undirected
413,311,15,undirected
413,361,2,undirected
413,369,1,undirected
413,429,5,undirected
413,604,2,undirected
414,265,1,undirected
414,266,2,undirected
414,268,4,undirected
414,270,2,undirected
414,291,23,undirected
414,294,1,undirected
414,315,9,undirected
414,318,1,undirected
414,545,1,undirected
415,319,9,undirected
415,320,5,undirected
415,330,11,undirected
415,337,1,undirected
415,358,2,undirected
415,409,2,undirected
415,426,3,undirected
415,637,2,undirected
416,50,3,undirected
416,75,2,undirected
416,217,2,undirected
416,285,3,undirected
416,435,1,undirected
416,530,3,undirected
416,562,6,undirected
416,564,6,undirected
417,29,2,undirected
417,258,8,undirected
417,325,3,undirected
417,368,3,undirected
